"$R1 [mm]","$R2 [mm]","$R3 [mm]","$R4 [mm]","Freq [GHz]","dB(St(1,1)) []"
0.8,1,1.75,1.95,34.35,-9.37052368660345
0.8,1,1.75,1.95,34.36,-9.34967228010464
0.8,1,1.75,1.95,34.37,-9.32914844653044
0.8,1,1.75,1.95,34.38,-9.30894515024399
0.8,1,1.75,1.95,34.39,-9.28905550038362
0.8,1,1.75,1.95,34.4,-9.26947274665108
0.8,1,1.75,1.95,34.41,-9.25019027524806
0.8,1,1.75,1.95,34.42,-9.23120160495502
0.8,1,1.75,1.95,34.43,-9.21250038334744
0.8,1,1.75,1.95,34.44,-9.19408038314484
0.8,1,1.75,1.95,34.45,-9.17593549868726
0.8,1,1.75,1.95,34.46,-9.15805974253539
0.8,1,1.75,1.95,34.47,-9.1404472421897
0.8,1,1.75,1.95,34.48,-9.1230922369245
0.8,1,1.75,1.95,34.49,-9.10598907473331
0.8,1,1.75,1.95,34.5,-9.08913220938147
0.8,1,1.75,1.95,34.51,-9.07251619756257
0.8,1,1.75,1.95,34.52,-9.05613569615567
0.8,1,1.75,1.95,34.53,-9.03998545957927
0.8,1,1.75,1.95,34.54,-9.02406033723968
0.8,1,1.75,1.95,34.55,-9.00835527107038
0.8,1,1.75,1.95,34.56,-8.99286529315978
0.8,1,1.75,1.95,34.57,-8.97758552346447
0.8,1,1.75,1.95,34.58,-8.96251116760543
0.8,1,1.75,1.95,34.59,-8.94763751474473
0.8,1,1.75,1.95,34.6,-8.93295993554027
0.8,1,1.75,1.95,34.61,-8.91847388017638
0.8,1,1.75,1.95,34.62,-8.90417487646801
0.8,1,1.75,1.95,34.63,-8.89005852803622
0.8,1,1.75,1.95,34.64,-8.87612051255333
0.8,1,1.75,1.95,34.65,-8.86235658005557
0.8,1,1.75,1.95,34.66,-8.8487625513213
0.8,1,1.75,1.95,34.67,-8.83533431631307
0.8,1,1.75,1.95,34.68,-8.82206783268188
0.8,1,1.75,1.95,34.69,-8.8089591243319
0.8,1,1.75,1.95,34.7,-8.79600428004403
0.8,1,1.75,1.95,34.71,-8.78319945215676
0.8,1,1.75,1.95,34.72,-8.77054085530292
0.8,1,1.75,1.95,34.73,-8.75802476520074
0.8,1,1.75,1.95,34.74,-8.74564751749802
0.8,1,1.75,1.95,34.75,-8.73340550666784
0.8,1,1.75,1.95,34.76,-8.72129518495474
0.8,1,1.75,1.95,34.77,-8.70931306136971
0.8,1,1.75,1.95,34.78,-8.69745570073349
0.8,1,1.75,1.95,34.79,-8.68571972276605
0.8,1,1.75,1.95,34.8,-8.6741018012219
0.8,1,1.75,1.95,34.81,-8.66259866306948
0.8,1,1.75,1.95,34.82,-8.65120708771406
0.8,1,1.75,1.95,34.83,-8.6399239062626
0.8,1,1.75,1.95,34.84,-8.62874600082976
0.8,1,1.75,1.95,34.85,-8.61767030388412
0.8,1,1.75,1.95,34.86,-8.60669379763299
0.8,1,1.75,1.95,34.87,-8.59581351344588
0.8,1,1.75,1.95,34.88,-8.58502653131445
0.8,1,1.75,1.95,34.89,-8.57432997934879
0.8,1,1.75,1.95,34.9,-8.56372103330871
0.8,1,1.75,1.95,34.91,-8.55319691616917
0.8,1,1.75,1.95,34.92,-8.54275489771883
0.8,1,1.75,1.95,34.93,-8.53239229419091
0.8,1,1.75,1.95,34.94,-8.52210646792529
0.8,1,1.75,1.95,34.95,-8.51189482706097
0.8,1,1.75,1.95,34.96,-8.50175482525793
0.8,1,1.75,1.95,34.97,-8.49168396144751
0.8,1,1.75,1.95,34.98,-8.48167977961039
0.8,1,1.75,1.95,34.99,-8.47173986858104
0.8,1,1.75,1.95,35,-8.46186186187805
0.8,1,1.75,1.95,35.01,-8.45204343755908
0.8,1,1.75,1.95,35.02,-8.44228231809974
0.8,1,1.75,1.95,35.03,-8.43257627029521
0.8,1,1.75,1.95,35.04,-8.42292310518385
0.8,1,1.75,1.95,35.05,-8.4133206779918
0.8,1,1.75,1.95,35.06,-8.40376688809758
0.8,1,1.75,1.95,35.07,-8.39425967901565
0.8,1,1.75,1.95,35.08,-8.38479703839812
0.8,1,1.75,1.95,35.09,-8.37537699805352
0.8,1,1.75,1.95,35.1,-8.36599763398163
0.8,1,1.75,1.95,35.11,-8.35665706642345
0.8,1,1.75,1.95,35.12,-8.34735345992523
0.8,1,1.75,1.95,35.13,-8.3380850234156
0.8,1,1.75,1.95,35.14,-8.32885001029475
0.8,1,1.75,1.95,35.15,-8.31964671853464
0.8,1,1.75,1.95,35.16,-8.31047349078921
0.8,1,1.75,1.95,35.17,-8.30132871451356
0.8,1,1.75,1.95,35.18,-8.29221082209108
0.8,1,1.75,1.95,35.19,-8.28311829096736
0.8,1,1.75,1.95,35.2,-8.27404964378994
0.8,1,1.75,1.95,35.21,-8.2650034485529
0.8,1,1.75,1.95,35.22,-8.25597831874497
0.8,1,1.75,1.95,35.23,-8.24697291350034
0.8,1,1.75,1.95,35.24,-8.23798593775112
0.8,1,1.75,1.95,35.25,-8.22901614238002
0.8,1,1.75,1.95,35.26,-8.22006232437272
0.8,1,1.75,1.95,35.27,-8.21112332696839
0.8,1,1.75,1.95,35.28,-8.20219803980756
0.8,1,1.75,1.95,35.29,-8.19328539907634
0.8,1,1.75,1.95,35.3,-8.18438438764545
0.8,1,1.75,1.95,35.31,-8.17549403520382
0.8,1,1.75,1.95,35.32,-8.16661341838496
0.8,1,1.75,1.95,35.33,-8.15774166088546
0.8,1,1.75,1.95,35.34,-8.14887793357464
0.8,1,1.75,1.95,35.35,-8.14002145459411
0.8,1,1.75,1.95,35.36,-8.13117148944641
0.8,1,1.75,1.95,35.37,-8.12232735107172
0.8,1,1.75,1.95,35.38,-8.11348839991186
0.8,1,1.75,1.95,35.39,-8.10465404396019
0.8,1,1.75,1.95,35.4,-8.09582373879706
0.8,1,1.75,1.95,35.41,-8.08699698760949
0.8,1,1.75,1.95,35.42,-8.0781733411945
0.8,1,1.75,1.95,35.43,-8.06935239794509
0.8,1,1.75,1.95,35.44,-8.06053380381813
0.8,1,1.75,1.95,35.45,-8.05171725228341
0.8,1,1.75,1.95,35.46,-8.04290248425296
0.8,1,1.75,1.95,35.47,-8.03408928799031
0.8,1,1.75,1.95,35.48,-8.02527749899846
0.8,1,1.75,1.95,35.49,-8.0164669998864
0.8,1,1.75,1.95,35.5,-8.00765772021344
0.8,1,1.75,1.95,35.51,-7.9988496363107
0.8,1,1.75,1.95,35.52,-7.99004277107934
0.8,1,1.75,1.95,35.53,-7.98123719376506
0.8,1,1.75,1.95,35.54,-7.97243301970851
0.8,1,1.75,1.95,35.55,-7.96363041007101
0.8,1,1.75,1.95,35.56,-7.9548295715356
0.8,1,1.75,1.95,35.57,-7.94603075598275
0.8,1,1.75,1.95,35.58,-7.9372342601409
0.8,1,1.75,1.95,35.59,-7.92844042521128
0.8,1,1.75,1.95,35.6,-7.91964963646716
0.8,1,1.75,1.95,35.61,-7.91086232282737
0.8,1,1.75,1.95,35.62,-7.90207895640389
0.8,1,1.75,1.95,35.63,-7.8933000520239
0.8,1,1.75,1.95,35.64,-7.88452616672596
0.8,1,1.75,1.95,35.65,-7.87575789923087
0.8,1,1.75,1.95,35.66,-7.86699588938702
0.8,1,1.75,1.95,35.67,-7.85824081759067
0.8,1,1.75,1.95,35.68,-7.84949340418152
0.8,1,1.75,1.95,35.69,-7.84075440881369
0.8,1,1.75,1.95,35.7,-7.83202462980272
0.8,1,1.75,1.95,35.71,-7.82330490344889
0.8,1,1.75,1.95,35.72,-7.81459610333748
0.8,1,1.75,1.95,35.73,-7.80589913961641
0.8,1,1.75,1.95,35.74,-7.79721495825191
0.8,1,1.75,1.95,35.75,-7.7885445402629
0.8,1,1.75,1.95,35.76,-7.77988890093468
0.8,1,1.75,1.95,35.77,-7.77124908901268
0.8,1,1.75,1.95,35.78,-7.7626261858772
0.8,1,1.75,1.95,35.79,-7.75402130469965
0.8,1,1.75,1.95,35.8,-7.74543558958149
0.8,1,1.75,1.95,35.81,-7.73687021467651
0.8,1,1.75,1.95,35.82,-7.72832638329749
0.8,1,1.75,1.95,35.83,-7.71980532700822
0.8,1,1.75,1.95,35.84,-7.71130830470171
0.8,1,1.75,1.95,35.85,-7.70283660166595
0.8,1,1.75,1.95,35.86,-7.69439152863782
0.8,1,1.75,1.95,35.87,-7.68597442084666
0.8,1,1.75,1.95,35.88,-7.67758663704827
0.8,1,1.75,1.95,35.89,-7.66922955855057
0.8,1,1.75,1.95,35.9,-7.66090458823222
0.8,1,1.75,1.95,35.91,-7.65261314955496
0.8,1,1.75,1.95,35.92,-7.64435668557122
0.8,1,1.75,1.95,35.93,-7.63613665792792
0.8,1,1.75,1.95,35.94,-7.62795454586775
0.8,1,1.75,1.95,35.95,-7.619811845229
0.8,1,1.75,1.95,35.96,-7.61171006744528
0.8,1,1.75,1.95,35.97,-7.60365073854612
0.8,1,1.75,1.95,35.98,-7.59563539815978
0.8,1,1.75,1.95,35.99,-7.58766559851929
0.8,1,1.75,1.95,36,-7.57974290347301
0.8,1,1.75,1.95,36.01,-7.57186888750082
0.8,1,1.75,1.95,36.02,-7.56404513473695
0.8,1,1.75,1.95,36.03,-7.55627323800073
0.8,1,1.75,1.95,36.04,-7.54855479783637
0.8,1,1.75,1.95,36.05,-7.54089142156254
0.8,1,1.75,1.95,36.06,-7.53328472233327
0.8,1,1.75,1.95,36.07,-7.52573631821081
0.8,1,1.75,1.95,36.08,-7.51824783125169
0.8,1,1.75,1.95,36.09,-7.51082088660676
0.8,1,1.75,1.95,36.1,-7.50345711163634
0.8,1,1.75,1.95,36.11,-7.49615813504136
0.8,1,1.75,1.95,36.12,-7.48892558601112
0.8,1,1.75,1.95,36.13,-7.48176109338892
0.8,1,1.75,1.95,36.14,-7.47466628485612
0.8,1,1.75,1.95,36.15,-7.46764278613526
0.8,1,1.75,1.95,36.16,-7.46069222021344
0.8,1,1.75,1.95,36.17,-7.45381620658616
0.8,1,1.75,1.95,36.18,-7.44701636052254
0.8,1,1.75,1.95,36.19,-7.44029429235248
0.8,1,1.75,1.95,36.2,-7.43365160677631
0.8,1,1.75,1.95,36.21,-7.42708990219757
0.8,1,1.75,1.95,36.22,-7.4206107700791
0.8,1,1.75,1.95,36.23,-7.41421579432335
0.8,1,1.75,1.95,36.24,-7.40790655067687
0.8,1,1.75,1.95,36.25,-7.40168460615962
0.8,1,1.75,1.95,36.26,-7.39555151851935
0.8,1,1.75,1.95,36.27,-7.38950883571121
0.8,1,1.75,1.95,36.28,-7.38355809540304
0.8,1,1.75,1.95,36.29,-7.37770082450632
0.8,1,1.75,1.95,36.3,-7.37193853873303
0.8,1,1.75,1.95,36.31,-7.36627274217864
0.8,1,1.75,1.95,36.32,-7.36070492693101
0.8,1,1.75,1.95,36.33,-7.35523657270554
0.8,1,1.75,1.95,36.34,-7.34986914650637
0.8,1,1.75,1.95,36.35,-7.34460410231367
0.8,1,1.75,1.95,36.36,-7.33944288079692
0.8,1,1.75,1.95,36.37,-7.33438690905405
0.8,1,1.75,1.95,36.38,-7.32943760037632
0.8,1,1.75,1.95,36.39,-7.32459635403872
0.8,1,1.75,1.95,36.4,-7.31986455511567
0.8,1,1.75,1.95,36.41,-7.3152435743219
0.8,1,1.75,1.95,36.42,-7.31073476787805
0.8,1,1.75,1.95,36.43,-7.30633947740078
0.8,1,1.75,1.95,36.44,-7.30205902981705
0.8,1,1.75,1.95,36.45,-7.29789473730225
0.8,1,1.75,1.95,36.46,-7.29384789724174
0.8,1,1.75,1.95,36.47,-7.28991979221545
0.8,1,1.75,1.95,36.48,-7.28611169000501
0.8,1,1.75,1.95,36.49,-7.28242484362323
0.8,1,1.75,1.95,36.5,-7.27886049136496
0.8,1,1.75,1.95,36.51,-7.27541985687958
0.8,1,1.75,1.95,36.52,-7.27210414926388
0.8,1,1.75,1.95,36.53,-7.26891456317534
0.8,1,1.75,1.95,36.54,-7.26585227896503
0.8,1,1.75,1.95,36.55,-7.26291846282974
0.8,1,1.75,1.95,36.56,-7.26011426698264
0.8,1,1.75,1.95,36.57,-7.25744082984207
0.8,1,1.75,1.95,36.58,-7.25489927623778
0.8,1,1.75,1.95,36.59,-7.25249071763418
0.8,1,1.75,1.95,36.6,-7.25021625236983
0.8,1,1.75,1.95,36.61,-7.24807696591285
0.8,1,1.75,1.95,36.62,-7.24607393113143
0.8,1,1.75,1.95,36.63,-7.24420820857892
0.8,1,1.75,1.95,36.64,-7.24248084679319
0.8,1,1.75,1.95,36.65,-7.2408928826091
0.8,1,1.75,1.95,36.66,-7.23944534148414
0.8,1,1.75,1.95,36.67,-7.23813923783619
0.8,1,1.75,1.95,36.68,-7.23697557539302
0.8,1,1.75,1.95,36.69,-7.23595534755307
0.8,1,1.75,1.95,36.7,-7.23507953775659
0.8,1,1.75,1.95,36.71,-7.23434911986695
0.8,1,1.75,1.95,36.72,-7.23376505856137
0.8,1,1.75,1.95,36.73,-7.23332830973056
0.8,1,1.75,1.95,36.74,-7.23303982088677
0.8,1,1.75,1.95,36.75,-7.23290053157957
0.8,1,1.75,1.95,36.76,-7.23291137381913
0.8,1,1.75,1.95,36.77,-7.23307327250616
0.8,1,1.75,1.95,36.78,-7.23338714586821
0.8,1,1.75,1.95,36.79,-7.23385390590181
0.8,1,1.75,1.95,36.8,-7.2344744588199
0.8,1,1.75,1.95,36.81,-7.23524970550414
0.8,1,1.75,1.95,36.82,-7.23618054196157
0.8,1,1.75,1.95,36.83,-7.2372678597854
0.8,1,1.75,1.95,36.84,-7.23851254661914
0.8,1,1.75,1.95,36.85,-7.23991548662384
0.8,1,1.75,1.95,36.86,-7.2414775609482
0.8,1,1.75,1.95,36.87,-7.24319964820075
0.8,1,1.75,1.95,36.88,-7.24508262492413
0.8,1,1.75,1.95,36.89,-7.24712736607076
0.8,1,1.75,1.95,36.9,-7.2493347454798
0.8,1,1.75,1.95,36.91,-7.2517056363549
0.8,1,1.75,1.95,36.92,-7.25424091174247
0.8,1,1.75,1.95,36.93,-7.25694144501011
0.8,1,1.75,1.95,36.94,-7.25980811032493
0.8,1,1.75,1.95,36.95,-7.26284178313153
0.8,1,1.75,1.95,36.96,-7.26604334062917
0.8,1,1.75,1.95,36.97,-7.26941366224798
0.8,1,1.75,1.95,36.98,-7.2729536301241
0.8,1,1.75,1.95,36.99,-7.27666412957319
0.8,1,1.75,1.95,37,-7.28054604956232
0.8,1,1.75,1.95,37.01,-7.28460028317994
0.8,1,1.75,1.95,37.02,-7.28882772810377
0.8,1,1.75,1.95,37.03,-7.29322928706625
0.8,1,1.75,1.95,37.04,-7.2978058683176
0.8,1,1.75,1.95,37.05,-7.30255838608624
0.8,1,1.75,1.95,37.06,-7.30748776103622
0.8,1,1.75,1.95,37.07,-7.31259492072176
0.8,1,1.75,1.95,37.08,-7.31788080003866
0.8,1,1.75,1.95,37.09,-7.32334634167245
0.8,1,1.75,1.95,37.1,-7.328992496543
0.8,1,1.75,1.95,37.11,-7.33482022424595
0.8,1,1.75,1.95,37.12,-7.34083049349014
0.8,1,1.75,1.95,37.13,-7.34702428253165
0.8,1,1.75,1.95,37.14,-7.35340257960395
0.8,1,1.75,1.95,37.15,-7.35996638334409
0.8,1,1.75,1.95,37.16,-7.3667167032151
0.8,1,1.75,1.95,37.17,-7.37365455992426
0.8,1,1.75,1.95,37.18,-7.38078098583748
0.8,1,1.75,1.95,37.19,-7.38809702538933
0.8,1,1.75,1.95,37.2,-7.39560373548925
0.8,1,1.75,1.95,37.21,-7.40330218592316
0.8,1,1.75,1.95,37.22,-7.41119345975128
0.8,1,1.75,1.95,37.23,-7.41927865370138
0.8,1,1.75,1.95,37.24,-7.42755887855802
0.8,1,1.75,1.95,37.25,-7.43603525954732
0.8,1,1.75,1.95,37.26,-7.44470893671757
0.8,1,1.75,1.95,37.27,-7.45358106531548
0.8,1,1.75,1.95,37.28,-7.46265281615826
0.8,1,1.75,1.95,37.29,-7.47192537600125
0.8,1,1.75,1.95,37.3,-7.48139994790137
0.8,1,1.75,1.95,37.31,-7.49107775157634
0.8,1,1.75,1.95,37.32,-7.50096002375952
0.8,1,1.75,1.95,37.33,-7.51104801855063
0.8,1,1.75,1.95,37.34,-7.52134300776217
0.8,1,1.75,1.95,37.35,-7.53184628126165
0.8,1,1.75,1.95,37.36,-7.54255914730966
0.8,1,1.75,1.95,37.37,-7.55348293289371
0.8,1,1.75,1.95,37.38,-7.56461898405808
0.8,1,1.75,1.95,37.39,-7.57596866622937
0.8,1,1.75,1.95,37.4,-7.58753336453802
0.8,1,1.75,1.95,37.41,-7.5993144841359
0.8,1,1.75,1.95,37.42,-7.6113134505096
0.8,1,1.75,1.95,37.43,-7.62353170978988
0.8,1,1.75,1.95,37.44,-7.63597072905721
0.8,1,1.75,1.95,37.45,-7.64863199664298
0.8,1,1.75,1.95,37.46,-7.66151702242716
0.8,1,1.75,1.95,37.47,-7.67462733813179
0.8,1,1.75,1.95,37.48,-7.68796449761058
0.8,1,1.75,1.95,37.49,-7.70153007713463
0.8,1,1.75,1.95,37.5,-7.71532567567432
0.8,1,1.75,1.95,37.51,-7.72935291517714
0.8,1,1.75,1.95,37.52,-7.74361344084182
0.8,1,1.75,1.95,37.53,-7.75810892138849
0.8,1,1.75,1.95,37.54,-7.77284104932493
0.8,1,1.75,1.95,37.55,-7.78781154120898
0.8,1,1.75,1.95,37.56,-7.80302213790711
0.8,1,1.75,1.95,37.57,-7.81847460484879
0.8,1,1.75,1.95,37.58,-7.83417073227732
0.8,1,1.75,1.95,37.59,-7.85011233549629
0.8,1,1.75,1.95,37.6,-7.86630125511235
0.8,1,1.75,1.95,37.61,-7.88273935727363
0.8,1,1.75,1.95,37.62,-7.89942853390425
0.8,1,1.75,1.95,37.63,-7.91637070293457
0.8,1,1.75,1.95,37.64,-7.93356780852723
0.8,1,1.75,1.95,37.65,-7.95102182129882
0.8,1,1.75,1.95,37.66,-7.96873473853718
0.8,1,1.75,1.95,37.67,-7.98670858441419
0.8,1,1.75,1.95,37.68,-8.00494541019387
0.8,1,1.75,1.95,37.69,-8.02344729443583
0.8,1,1.75,1.95,37.7,-8.04221634319377
0.8,1,1.75,1.95,37.71,-8.06125469020895
0.8,1,1.75,1.95,37.72,-8.08056449709854
0.8,1,1.75,1.95,37.73,-8.10014795353846
0.8,1,1.75,1.95,37.74,-8.12000727744073
0.8,1,1.75,1.95,37.75,-8.14014471512512
0.8,1,1.75,1.95,37.76,-8.16056254148456
0.8,1,1.75,1.95,37.77,-8.18126306014449
0.8,1,1.75,1.95,37.78,-8.20224860361557
0.8,1,1.75,1.95,37.79,-8.22352153343957
0.8,1,1.75,1.95,37.8,-8.24508424032819
0.8,1,1.75,1.95,37.81,-8.26693914429424
0.8,1,1.75,1.95,37.82,-8.28908869477508
0.8,1,1.75,1.95,37.83,-8.31153537074781
0.8,1,1.75,1.95,37.84,-8.33428168083573
0.8,1,1.75,1.95,37.85,-8.35733016340573
0.8,1,1.75,1.95,37.86,-8.38068338665599
0.8,1,1.75,1.95,37.87,-8.40434394869363
0.8,1,1.75,1.95,37.88,-8.42831447760165
0.8,1,1.75,1.95,37.89,-8.45259763149451
0.8,1,1.75,1.95,37.9,-8.47719609856184
0.8,1,1.75,1.95,37.91,-8.50211259709955
0.8,1,1.75,1.95,37.92,-8.52734987552757
0.8,1,1.75,1.95,37.93,-8.55291071239344
0.8,1,1.75,1.95,37.94,-8.57879791636101
0.8,1,1.75,1.95,37.95,-8.60501432618325
0.8,1,1.75,1.95,37.96,-8.63156281065837
0.8,1,1.75,1.95,37.97,-8.65844626856796
0.8,1,1.75,1.95,37.98,-8.68566762859645
0.8,1,1.75,1.95,37.99,-8.71322984923058
0.8,1,1.75,1.95,38,-8.74113591863736
0.8,1,1.75,1.95,38.01,-8.76938885451996
0.8,1,1.75,1.95,38.02,-8.79799170394923
0.8,1,1.75,1.95,38.03,-8.82694754317018
0.8,1,1.75,1.95,38.04,-8.85625947738135
0.8,1,1.75,1.95,38.05,-8.88593064048569
0.8,1,1.75,1.95,38.06,-8.915964194811
0.8,1,1.75,1.95,38.07,-8.94636333079803
0.8,1,1.75,1.95,38.08,-8.97713126665463
0.8,1,1.75,1.95,38.09,-9.00827124797314
0.8,1,1.75,1.95,38.1,-9.03978654730932
0.8,1,1.75,1.95,38.11,-9.07168046372036
0.8,1,1.75,1.95,38.12,-9.10395632225898
0.8,1,1.75,1.95,38.13,-9.13661747342151
0.8,1,1.75,1.95,38.14,-9.16966729254648
0.8,1,1.75,1.95,38.15,-9.2031091791612
0.8,1,1.75,1.95,38.16,-9.23694655627262
0.8,1,1.75,1.95,38.17,-9.27118286959926
0.8,1,1.75,1.95,38.18,-9.30582158674042
0.8,1,1.75,1.95,38.19,-9.34086619627893
0.8,1,1.75,1.95,38.2,-9.37632020681295
0.8,1,1.75,1.95,38.21,-9.41218714591291
0.8,1,1.75,1.95,38.22,-9.44847055899841
0.8,1,1.75,1.95,38.23,-9.48517400813039
0.8,1,1.75,1.95,38.24,-9.52230107071325
0.8,1,1.75,1.95,38.25,-9.55985533810141
0.8,1,1.75,1.95,38.26,-9.5978404141041
0.8,1,1.75,1.95,38.27,-9.63625991338231
0.8,1,1.75,1.95,38.28,-9.67511745973109
0.8,1,1.75,1.95,38.29,-9.71441668424017
0.8,1,1.75,1.95,38.3,-9.7541612233252
0.8,1,1.75,1.95,38.31,-9.79435471662185
0.8,1,1.75,1.95,38.32,-9.83500080473402
0.8,1,1.75,1.95,38.33,-9.8761031268272
0.8,1,1.75,1.95,38.34,-9.91766531805763
0.8,1,1.75,1.95,38.35,-9.95969100682682
0.8,1,1.75,1.95,38.36,-10.0021838118509
0.8,1,1.75,1.95,38.37,-10.0451473390331
0.8,1,1.75,1.95,38.38,-10.0885851781278
0.8,1,1.75,1.95,38.39,-10.1325008991826
0.8,1,1.75,1.95,38.4,-10.1768980487454
0.8,1,1.75,1.95,38.41,-10.2217801458221
0.8,1,1.75,1.95,38.42,-10.2671506775688
0.8,1,1.75,1.95,38.43,-10.3130130947038
0.8,1,1.75,1.95,38.44,-10.3593708066206
0.8,1,1.75,1.95,38.45,-10.4062271761855
0.8,1,1.75,1.95,38.46,-10.4535855141988
0.8,1,1.75,1.95,38.47,-10.5014490735012
0.8,1,1.75,1.95,38.48,-10.5498210427018
0.8,1,1.75,1.95,38.49,-10.5987045395071
0.8,1,1.75,1.95,38.5,-10.6481026036254
0.8,1,1.75,1.95,38.51,-10.6980181892221
0.8,1,1.75,1.95,38.52,-10.748454156898
0.8,1,1.75,1.95,38.53,-10.7994132651642
0.8,1,1.75,1.95,38.54,-10.8508981613817
0.8,1,1.75,1.95,38.55,-10.9029113721351
0.8,1,1.75,1.95,38.56,-10.9554552930069
0.8,1,1.75,1.95,38.57,-11.0085321777183
0.8,1,1.75,1.95,38.58,-11.062144126598
0.8,1,1.75,1.95,38.59,-11.1162930743413
0.8,1,1.75,1.95,38.6,-11.1709807770186
0.8,1,1.75,1.95,38.61,-11.2262087982904
0.8,1,1.75,1.95,38.62,-11.2819784947834
0.8,1,1.75,1.95,38.63,-11.3382910005814
0.8,1,1.75,1.95,38.64,-11.3951472107814
0.8,1,1.75,1.95,38.65,-11.452547764062
0.8,1,1.75,1.95,38.66,-11.5104930242131
0.8,1,1.75,1.95,38.67,-11.5689830605675
0.8,1,1.75,1.95,38.68,-11.6280176272784
0.8,1,1.75,1.95,38.69,-11.6875961413803
0.8,1,1.75,1.95,38.7,-11.7477176595713
0.8,1,1.75,1.95,38.71,-11.8083808536517
0.8,1,1.75,1.95,38.72,-11.8695839845501
0.8,1,1.75,1.95,38.73,-11.9313248748691
0.8,1,1.75,1.95,38.74,-11.9936008798798
0.8,1,1.75,1.95,38.75,-12.0564088568901
0.8,1,1.75,1.95,38.76,-12.1197451329154
0.8,1,1.75,1.95,38.77,-12.1836054705748
0.8,1,1.75,1.95,38.78,-12.2479850321371
0.8,1,1.75,1.95,38.79,-12.3128783416424
0.8,1,1.75,1.95,38.8,-12.3782792450205
0.8,1,1.75,1.95,38.81,-12.4441808681346
0.8,1,1.75,1.95,38.82,-12.510575572676
0.8,1,1.75,1.95,38.83,-12.5774549098387
0.8,1,1.75,1.95,38.84,-12.6448095717093
0.8,1,1.75,1.95,38.85,-12.7126293403088
0.8,1,1.75,1.95,38.86,-12.7809030342306
0.8,1,1.75,1.95,38.87,-12.8496184528278
0.8,1,1.75,1.95,38.88,-12.9187623179095
0.8,1,1.75,1.95,38.89,-12.9883202129186
0.8,1,1.75,1.95,38.9,-13.0582765195782
0.8,1,1.75,1.95,38.91,-13.1286143520061
0.8,1,1.75,1.95,38.92,-13.1993154883186
0.8,1,1.75,1.95,38.93,-13.2703602997638
0.8,1,1.75,1.95,38.94,-13.3417276774514
0.8,1,1.75,1.95,38.95,-13.4133949567718
0.8,1,1.75,1.95,38.96,-13.4853378396314
0.8,1,1.75,1.95,38.97,-13.557530314665
0.8,1,1.75,1.95,38.98,-13.6299445756305
0.8,1,1.75,1.95,38.99,-13.7025509382329
0.8,1,1.75,1.95,39,-13.775317755677
0.8,1,1.75,1.95,39.01,-13.848211333306
0.8,1,1.75,1.95,39.02,-13.9211958427416
0.8,1,1.75,1.95,39.03,-13.994233236012
0.8,1,1.75,1.95,39.04,-14.0672831602261
0.8,1,1.75,1.95,39.05,-14.140302873432
0.8,1,1.75,1.95,39.06,-14.2132471623831
0.8,1,1.75,1.95,39.07,-14.2860682630263
0.8,1,1.75,1.95,39.08,-14.3587157846217
0.8,1,1.75,1.95,39.09,-14.4311366385049
0.8,1,1.75,1.95,39.1,-14.5032749726048
0.8,1,1.75,1.95,39.11,-14.5750721129383
0.8,1,1.75,1.95,39.12,-14.646466513407
0.8,1,1.75,1.95,39.13,-14.7173937153312
0.8,1,1.75,1.95,39.14,-14.787786318255
0.8,1,1.75,1.95,39.15,-14.8575739636563
0.8,1,1.75,1.95,39.16,-14.9266833332829
0.8,1,1.75,1.95,39.17,-14.9950381639097
0.8,1,1.75,1.95,39.18,-15.0625592803756
0.8,1,1.75,1.95,39.19,-15.1291646487948
0.8,1,1.75,1.95,39.2,-15.1947694518523
0.8,1,1.75,1.95,39.21,-15.2592861880783
0.8,1,1.75,1.95,39.22,-15.3226247969446
0.8,1,1.75,1.95,39.23,-15.3846928115365
0.8,1,1.75,1.95,39.24,-15.4453955404161
0.8,1,1.75,1.95,39.25,-15.5046362801098
0.8,1,1.75,1.95,39.26,-15.5623165594107
0.8,1,1.75,1.95,39.27,-15.6183364163945
0.8,1,1.75,1.95,39.28,-15.6725947086877
0.8,1,1.75,1.95,39.29,-15.7249894571176
0.8,1,1.75,1.95,39.3,-15.7754182223965
0.8,1,1.75,1.95,39.31,-15.8237785139679
0.8,1,1.75,1.95,39.32,-15.869968229563
0.8,1,1.75,1.95,39.33,-15.9138861233975
0.8,1,1.75,1.95,39.34,-15.9554323002889
0.8,1,1.75,1.95,39.35,-15.9945087323073
0.8,1,1.75,1.95,39.36,-16.0310197939021
0.8,1,1.75,1.95,39.37,-16.064872810794
0.8,1,1.75,1.95,39.38,-16.0959786173062
0.8,1,1.75,1.95,39.39,-16.1242521162456
0.8,1,1.75,1.95,39.4,-16.1496128349647
0.8,1,1.75,1.95,39.41,-16.1719854708527
0.8,1,1.75,1.95,39.42,-16.1913004192436
0.8,1,1.75,1.95,39.43,-16.2074942765993
0.8,1,1.75,1.95,39.44,-16.2205103118593
0.8,1,1.75,1.95,39.45,-16.2302988990289
0.8,1,1.75,1.95,39.46,-16.236817904437
0.8,1,1.75,1.95,39.47,-16.2400330226081
0.8,1,1.75,1.95,39.48,-16.2399180553757
0.8,1,1.75,1.95,39.49,-16.2364551296785
0.8,1,1.75,1.95,39.5,-16.2296348504343
0.8,1,1.75,1.95,39.51,-16.2194563859331
